"","ID","nume","pret","um","instoc","descriere","url","idcategorie","numecategorie","idsubcateg","numesubcateg"
"524","P-2274040","Caroli Salam Taranesc 650g",14.79,"buc","AVAILABLE","Salam taranesc cu sunca","https://www.cora.ro/caroli-salam-taranesc-650g-P-2274040",77148,"Alimente",77156,"Mezeluri"
"525","P-2420103","Caroli Parizer taranesc de porc 80% carne feliat la kg",20.7,"kilogram","AVAILABLE","Poate contine urme de soia, lactoza (lapte), mustar, grau (gluten), telina.","https://www.cora.ro/caroli-parizer-taranesc-de-porc-80-carne-feliat-la-kg-P-2420103",77148,"Alimente",77156,"Mezeluri"
"526","P-2476342","Matache Macelaru jambon curcan 200 g",12.59,"buc","AVAILABLE","Produs din carne fiert si afumat. Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/matache-macelaru-jambon-curcan-200-g-P-2476342",77148,"Alimente",77156,"Mezeluri"
"527","P-2290344","Sissi sunca pulpa de porc 650 g",29.99,"buc","AVAILABLE","Sunca de porc","https://www.cora.ro/sissi-sunca-pulpa-de-porc-650-g-P-2290344",77148,"Alimente",77156,"Mezeluri"
"528","P-2501617","Meda Sunca din piept de curcan feliat la kg",55.99,"kilogram","AVAILABLE","Sunca proaspata si gustoasa.","https://www.cora.ro/meda-sunca-din-piept-de-curcan-feliat-la-kg-P-2501617",77148,"Alimente",77156,"Mezeluri"
"529","P-2543835","Fox parizer cu piept de pui 500 g",11.89,"buc","AVAILABLE","Parizer din piept de pui. Produs fiert in membrana artificiala necomestibila.","https://www.cora.ro/fox-parizer-cu-piept-de-pui-500-g-P-2543835",77148,"Alimente",77156,"Mezeluri"
"530","P-2575305","Fox crenvursti cu piept de pui 470 g",14.89,"buc","AVAILABLE","Crenvursti cu piept de pui. Produs fiert si afumat in membrana arficiala comestibila.","https://www.cora.ro/fox-crenvursti-cu-piept-de-pui-470-g-P-2575305",77148,"Alimente",77156,"Mezeluri"
"531","P-2433434","Meda Crenvursti de Porc 250g",7.69,"buc","AVAILABLE","Crenvurstii aromati de la Meda din amestec de porc cu vita, umpluti in membrana comestibila sunt alegerea ideala pentru un mic dejun rapid, sanatos si savuros. Se servesc calzi dupa o fierbere de 2 minute.","https://www.cora.ro/meda-crenvursti-de-porc-250g-P-2433434",77148,"Alimente",77156,"Mezeluri"
"532","P-2468567","Caroli Sunca presata cu piept de pui feliat la kg",31.59,"kilogram","AVAILABLE","Poate contine urme de soia, telina, mustar, gluten.","https://www.cora.ro/caroli-sunca-presata-cu-piept-de-pui-feliat-la-kg-P-2468567",77148,"Alimente",77156,"Mezeluri"
"533","P-2575250","Fox salam sandwich toast 730 g",20.9,"buc","AVAILABLE","Salam Sandwich Toast. Produs fiert si afumat in membrana artificiala necomestibila.","https://www.cora.ro/fox-salam-sandwich-toast-730-g-P-2575250",77148,"Alimente",77156,"Mezeluri"
"534","P-2476082","Cris-Tim salam sasesc 100 g",5.39,"buc","AVAILABLE","Produs din carne fiert si afumat. Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-salam-sasesc-100-g-P-2476082",77148,"Alimente",77156,"Mezeluri"
"535","P-2334518","Meda Piept fiert si afumat feliat la kg",45.59,"kilogram","AVAILABLE","Piept fiert si afumat.","https://www.cora.ro/meda-piept-fiert-si-afumat-feliat-la-kg-P-2334518",77148,"Alimente",77156,"Mezeluri"
"536","P-2574480","Cris Tim salam Toast feliat la kg",35.49,"kilogram","AVAILABLE","Produs din carne fiert si afumat.","https://www.cora.ro/cris-tim-salam-toast-feliat-la-kg-P-2574480",77148,"Alimente",77156,"Mezeluri"
"537","P-2394155","Agricola Salam Sibiu 470g",40.69,"buc","AVAILABLE","Produs crud-uscat cu mucegai nobil.","https://www.cora.ro/agricola-salam-sibiu-470g-P-2394155",77148,"Alimente",77156,"Mezeluri"
"538","P-2476080","Cris-Tim sunca de curcan 100 g",7.59,"buc","AVAILABLE","Produs din carne fiert si afumat. Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-sunca-de-curcan-100-g-P-2476080",77148,"Alimente",77156,"Mezeluri"
"539","P-2479956","Campofrio Cotlet haiducesc feliat la kg",51.89,"kilogram","AVAILABLE","Poate contine urme de lactoza, mustar, gluten, telina.","https://www.cora.ro/campofrio-cotlet-haiducesc-feliat-la-kg-P-2479956",77148,"Alimente",77156,"Mezeluri"
"540","P-2590429","Meda sunca din piept de curcan 100 g",7.69,"buc","AVAILABLE","Tot ce-i mai gustos din carne. Proaspat si gustos. Produs din carne fiert si afumat.","https://www.cora.ro/meda-sunca-din-piept-de-curcan-100-g-P-2590429",77148,"Alimente",77156,"Mezeluri"
"541","P-2268051","Fox muschi file afumat feliat la kg",51.29,"kilogram","AVAILABLE","Muschi file.","https://www.cora.ro/fox-muschi-file-afumat-feliat-la-kg-P-2268051",77148,"Alimente",77156,"Mezeluri"
"542","P-2465540","Aldis salam de curcan cu masline la kg",35.59,"kilogram","AVAILABLE","Salam de curcan cu masline.","https://www.cora.ro/aldis-salam-de-curcan-cu-masline-la-kg-P-2465540",77148,"Alimente",77156,"Mezeluri"
"543","P-2476068","Cris-Tim muschi tiganesc 100 g",6.49,"buc","AVAILABLE","Produs din carne fiert si afumat, feliat.","https://www.cora.ro/cris-tim-muschi-tiganesc-100-g-P-2476068",77148,"Alimente",77156,"Mezeluri"
"544","P-2349436","Caroli parizer taranesc din piept de pui feliat la kg",22.58,"kilogram","AVAILABLE","Parizer piept de pui","https://www.cora.ro/caroli-parizer-taranesc-din-piept-de-pui-feliat-la-kg-P-2349436",77148,"Alimente",77156,"Mezeluri"
"545","P-2372957","Fox file haiducesc feliat la kg",45.79,"kilogram","AVAILABLE",NA,"https://www.cora.ro/fox-file-haiducesc-feliat-la-kg-P-2372957",77148,"Alimente",77156,"Mezeluri"
"546","P-2554390","Sissi sunca piept de pui feliat la kg",65.59,"kilogram","AVAILABLE","Sunca din piept de pui. Produs fiert.","https://www.cora.ro/sissi-sunca-piept-de-pui-feliat-la-kg-P-2554390",77148,"Alimente",77156,"Mezeluri"
"547","P-2575028","Fox crenvursti cu piept de pui la kg",28.29,"kilogram","AVAILABLE","Produs fiert in membrana artificiala comestibila.","https://www.cora.ro/fox-crenvursti-cu-piept-de-pui-la-kg-P-2575028",77148,"Alimente",77156,"Mezeluri"
"548","P-2545678","Meda salam sandvis feliat la kg",33.49,"kilogram","AVAILABLE","Salam sandvis obtinut din carne de porc, carne de vita si mirodenii intr-o forma care transforma sandvisurile intr-o bucurie. Este aliatul cel mai bun pentru cele mai linistite dimineti pe fuga. Produs fiert si afumat.","https://www.cora.ro/meda-salam-sandvis-feliat-la-kg-P-2545678",77148,"Alimente",77156,"Mezeluri"
"549","P-2311965","Caroli salam 800g",21.79,"buc","AVAILABLE","Salam victoria","https://www.cora.ro/caroli-salam-800g-P-2311965",77148,"Alimente",77156,"Mezeluri"
"550","P-1912899","Agricola Salam Sibiu kg",76.59,"kilogram","AVAILABLE","Produs crud-uscat cu mucegai nobil.","https://www.cora.ro/agricola-salam-sibiu-kg-P-1912899",77148,"Alimente",77156,"Mezeluri"
"551","P-2487783","Cora jambon degresat feliat",51.39,"kilogram","AVAILABLE","Jambon degresat feliat.","https://www.cora.ro/cora-jambon-degresat-feliat-P-2487783",77148,"Alimente",77156,"Mezeluri"
"552","P-2465783","Fox kaizer afumat feliat la kg",48.59,"kilogram","AVAILABLE","Kaizer afumat din piept de porc.","https://www.cora.ro/fox-kaizer-afumat-feliat-la-kg-P-2465783",77148,"Alimente",77156,"Mezeluri"
"553","P-2538953","Party Mix Pepe mini crenvursti de pui 250g",8.59,"buc","AVAILABLE","Produs ideal pentru copii: fara membrana, fara gluten, fara coloranti, fara potentiatori de aroma! Produs certificat Halal (fara carne de porc, fara slanina, fara emulsie de soric). Continut redus de sare!","https://www.cora.ro/party-mix-pepe-mini-crenvursti-de-pui-250g-P-2538953",77148,"Alimente",77156,"Mezeluri"
"554","P-2330529","Cora salam Sinaia 450 g",20.79,"buc","AVAILABLE","Produs uscat afumat. Membrana artificiala necomestibila. Produs ambalat in atmosfera protectoare.","https://www.cora.ro/cora-salam-sinaia-450-g-P-2330529",77148,"Alimente",77156,"Mezeluri"
"555","P-2465638","Fox Salam sarbesc gastro feliat la kg",34.59,"kilogram","AVAILABLE","Salam sarbesc din carne d eporc.","https://www.cora.ro/fox-salam-sarbesc-gastro-feliat-la-kg-P-2465638",77148,"Alimente",77156,"Mezeluri"
"556","P-2355927","Cris-Tim Crenwursti din piept de pui la kg",35.49,"kilogram","AVAILABLE","Crenwursti din piept de pui","https://www.cora.ro/cris-tim-crenwursti-din-piept-de-pui-la-kg-P-2355927",77148,"Alimente",77156,"Mezeluri"
"557","P-2355903","Cris-Tim salam Banatean 100g",6.49,"buc","AVAILABLE","Salam crud uscat","https://www.cora.ro/cris-tim-salam-banatean-100g-P-2355903",77148,"Alimente",77156,"Mezeluri"
"558","P-2510505","Angst Salam de Sibiu 100g",10.19,"buc","AVAILABLE","Produs din carne feliat, afumat, crud-uscat si fara membrana.","https://www.cora.ro/angst-salam-de-sibiu-100g-P-2510505",77148,"Alimente",77156,"Mezeluri"
"559","P-2334514","Meda Carnati cabanos la kg",30.49,"kilogram","AVAILABLE","Carnati din carne de porc.","https://www.cora.ro/meda-carnati-cabanos-la-kg-P-2334514",77148,"Alimente",77156,"Mezeluri"
"560","P-2336445","Ringa bacon feliat 150 g",8.79,"buc","AVAILABLE","Baconul de la Ringa este un produs crud, afumat, feliat si ambalat in vid.","https://www.cora.ro/ringa-bacon-feliat-150-g-P-2336445",77148,"Alimente",77156,"Mezeluri"
"561","P-1750557","Cris-Tim Salam Sasesc 650 g",31.19,"buc","AVAILABLE","Produs din carne fiert si afumat. Eticheta curata. Fara gluten, fara amidon, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-salam-sasesc-650-g-P-1750557",77148,"Alimente",77156,"Mezeluri"
"562","P-2487781","Cora jambon de porc superior cu sorici la kg",45.59,"kilogram","AVAILABLE","Jambon de porc superior cu sorici, fiert.","https://www.cora.ro/cora-jambon-de-porc-superior-cu-sorici-la-kg-P-2487781",77148,"Alimente",77156,"Mezeluri"
"563","P-2340284","Cris-Tim salam sasesc 250 g",13.49,"buc","AVAILABLE","Salam sasesc. Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-salam-sasesc-250-g-P-2340284",77148,"Alimente",77156,"Mezeluri"
"564","P-1915926","Aldis muschi file feliat la kg",43.49,"kilogram","AVAILABLE","Muschi afumat","https://www.cora.ro/aldis-muschi-file-feliat-la-kg-P-1915926",77148,"Alimente",77156,"Mezeluri"
"565","P-2430168","Patrimoine Gourmand carnat cu usturoi afumat 300g",10.79,"buc","AVAILABLE","Acest ambalaj contine aproximativ 7 portii.","https://www.cora.ro/patrimoine-gourmand-carnat-cu-usturoi-afumat-300g-P-2430168",77148,"Alimente",77156,"Mezeluri"
"566","P-1940901","Cris-Tim Salam Victoria feliat la kg",33.39,"kilogram","AVAILABLE","Produs din carne fiert si afumat.","https://www.cora.ro/cris-tim-salam-victoria-feliat-la-kg-P-1940901",77148,"Alimente",77156,"Mezeluri"
"567","P-2473986","Meda Sunca fina feliat la kg",41.69,"kilogram","AVAILABLE","Sunca din carne de porc.","https://www.cora.ro/meda-sunca-fina-feliat-la-kg-P-2473986",77148,"Alimente",77156,"Mezeluri"
"568","P-2485780","Caroli Salam de casa gastro feliat la kg",29.29,"kilogram","AVAILABLE","Salam de casa din carne de porc.","https://www.cora.ro/caroli-salam-de-casa-gastro-feliat-la-kg-P-2485780",77148,"Alimente",77156,"Mezeluri"
"569","P-2488074","Agricola Salam uscat 200g",8.49,"buc","AVAILABLE","Salam crud-uscat cu membrana necomestibila.","https://www.cora.ro/agricola-salam-uscat-200g-P-2488074",77148,"Alimente",77156,"Mezeluri"
"570","P-2630111","Sissi muschi file feliat 120 g",6.49,"buc","AVAILABLE","Produs fiert si afumat.","https://www.cora.ro/sissi-muschi-file-feliat-120-g-P-2630111",77148,"Alimente",77156,"Mezeluri"
"571","P-2576150","Primo Crenwursti Clasic 900g",14.99,"buc","AVAILABLE","Produs fiert si afumat. Ambalat in atmosfera protectoare.","https://www.cora.ro/primo-crenwursti-clasic-900g-P-2576150",77148,"Alimente",77156,"Mezeluri"
"572","P-2432903","Salamandra Scarita afumata extra la kg",29.39,"kilogram","AVAILABLE","Produs fiert si afumat, ambalat in vid.","https://www.cora.ro/salamandra-scarita-afumata-extra-la-kg-P-2432903",77148,"Alimente",77156,"Mezeluri"
"573","P-2071769","Aldis jambon din piept de pui feliat la kg",35.99,"kilogram","AVAILABLE",NA,"https://www.cora.ro/aldis-jambon-din-piept-de-pui-feliat-la-kg-P-2071769",77148,"Alimente",77156,"Mezeluri"
"574","P-2623591","Caroli Salam cu sunca extra feliat 100 g",4.09,"buc","AVAILABLE","Produs fiert si afumat. Ambalat in atmosfera protectoare.","https://www.cora.ro/caroli-salam-cu-sunca-extra-feliat-100-g-P-2623591",77148,"Alimente",77156,"Mezeluri"
"575","P-2334516","Meda sunculita taraneasca feliat la kg",35.89,"kilogram","AVAILABLE","Sunculita taraneasca 100 g contine carne de porc. Produs fiert si conservat.","https://www.cora.ro/meda-sunculita-taraneasca-feliat-la-kg-P-2334516",77148,"Alimente",77156,"Mezeluri"
"576","P-2491914","Caroli Salam de vara gastro feliat la kg",32.09,"kilogram","AVAILABLE","Salam de vara din carne de porc.","https://www.cora.ro/caroli-salam-de-vara-gastro-feliat-la-kg-P-2491914",77148,"Alimente",77156,"Mezeluri"
"577","P-2303560","Cris-Tim bacon presat feliat la kg",63.29,"kilogram","AVAILABLE",NA,"https://www.cora.ro/cris-tim-bacon-presat-feliat-la-kg-P-2303560",77148,"Alimente",77156,"Mezeluri"
"578","P-2384541","Matache Macelaru toba feliata la kg",43.49,"kilogram","AVAILABLE",NA,"https://www.cora.ro/matache-macelaru-toba-feliata-la-kg-P-2384541",77148,"Alimente",77156,"Mezeluri"
"579","P-2116859","Maestro carnati taranesti afumati la kg",29.69,"kilogram","AVAILABLE","Carnati taranesti","https://www.cora.ro/maestro-carnati-taranesti-afumati-la-kg-P-2116859",77148,"Alimente",77156,"Mezeluri"
"580","P-2479960","Campofrio Muschi tiganesc feliat la kg",50.99,"kilogram","AVAILABLE","Muschi tiganesc fara os.","https://www.cora.ro/campofrio-muschi-tiganesc-feliat-la-kg-P-2479960",77148,"Alimente",77156,"Mezeluri"
"581","P-1818030","Aldis pastrama piept de pui vrac per kg",40,"kilogram","AVAILABLE","Pastrama de piept de pui. Produs fiert, afumat si vidat.","https://www.cora.ro/aldis-pastrama-piept-de-pui-vrac-per-kg-P-1818030",77148,"Alimente",77156,"Mezeluri"
"582","P-2222723","Unicarm Kaizer kg",43.19,"kilogram","AVAILABLE","Kaizer","https://www.cora.ro/unicarm-kaizer-kg-P-2222723",77148,"Alimente",77156,"Mezeluri"
"583","P-2378878","Cris-Tim Slanina",28.59,"kilogram","AVAILABLE","Slanina afumata","https://www.cora.ro/cris-tim-slanina-P-2378878",77148,"Alimente",77156,"Mezeluri"
"584","P-2537105","Angst crenvursti vid 300g",15.49,"buc","AVAILABLE","Preparat din carne fiert si afumat, in membrana naturala.","https://www.cora.ro/angst-crenvursti-vid-300g-P-2537105",77148,"Alimente",77156,"Mezeluri"
"585","P-2343676","Cris-Tim Parizer taranesc de pui feliat la kg",28.29,"kilogram","AVAILABLE","Produs din carne fiert.","https://www.cora.ro/cris-tim-parizer-taranesc-de-pui-feliat-la-kg-P-2343676",77148,"Alimente",77156,"Mezeluri"
"586","P-2384428","Matache Macelaru muschi tiganesc feliat la kg",53.19,"kilogram","AVAILABLE","Produs din carne, fiert si afumat. Produs vidat.","https://www.cora.ro/matache-macelaru-muschi-tiganesc-feliat-la-kg-P-2384428",77148,"Alimente",77156,"Mezeluri"
"587","P-2364540","Angst sunca de praga feliat la kg",54.99,"kilogram","AVAILABLE","Sunca praga din pulpa de porc, ideala pentru micul-dejun sau o gustare rapida. Produs din carne fiert.","https://www.cora.ro/angst-sunca-de-praga-feliat-la-kg-P-2364540",77148,"Alimente",77156,"Mezeluri"
"588","P-2516456","Caroli Salam cu sunca extra feliat la kg",37.69,"kilogram","AVAILABLE","Salam din carne de porc.","https://www.cora.ro/caroli-salam-cu-sunca-extra-feliat-la-kg-P-2516456",77148,"Alimente",77156,"Mezeluri"
"589","P-2317682","Agricola Salam Sinaia 2x300 g",24.28,"buc","AVAILABLE","Salam crud-uscat, reducere 25% pe pachet","https://www.cora.ro/agricola-salam-sinaia-2x300-g-P-2317682",77148,"Alimente",77156,"Mezeluri"
"590","P-2468582","Caroli Cremwursti polonezi la kg",26.59,"kilogram","AVAILABLE","Cremwursti polonezi din carne de porc.","https://www.cora.ro/caroli-cremwursti-polonezi-la-kg-P-2468582",77148,"Alimente",77156,"Mezeluri"
"591","P-1750601","Cris-Tim salam de vara 300 g",9.29,"buc","AVAILABLE","Salam de vara. Produs din carne fiert si dublu afumat. Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-salam-de-vara-300-g-P-1750601",77148,"Alimente",77156,"Mezeluri"
"592","P-2483435","Martinel Crenvursti de porc 180g",13.49,"buc","AVAILABLE","Crenvursti delicati cu carne de porc, fierti si afumati, fara membrana. Pachetul contine 6 bucati.","https://www.cora.ro/martinel-crenvursti-de-porc-180g-P-2483435",77148,"Alimente",77156,"Mezeluri"
"593","P-1749767","Cris-Tim mini salam Victoria 400 g",12.59,"buc","AVAILABLE","Salam din carne de porc. Produs din carne fiert si afumat. Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-mini-salam-victoria-400-g-P-1749767",77148,"Alimente",77156,"Mezeluri"
"594","P-2047566","Aldis specialitate cu piept de pui la kg",33.99,"kilogram","AVAILABLE","Specialitate cu piept de pui.","https://www.cora.ro/aldis-specialitate-cu-piept-de-pui-la-kg-P-2047566",77148,"Alimente",77156,"Mezeluri"
"595","P-2349437","Sissi sunca piept de pui 650 g",27.39,"buc","AVAILABLE","Sunca pui","https://www.cora.ro/sissi-sunca-piept-de-pui-650-g-P-2349437",77148,"Alimente",77156,"Mezeluri"
"596","P-2634423","Cris-Tim muschi file afumat 300 g",14.49,"buc","AVAILABLE","Produs din carne fiert si afumat. Contine 90% carne.","https://www.cora.ro/cris-tim-muschi-file-afumat-300-g-P-2634423",77148,"Alimente",77156,"Mezeluri"
"597","P-2494495","Fox Salam sarbesc 500g",15.49,"buc","AVAILABLE","Salam sarbesc fiert si afumat in membrana artificiala necomestibila.","https://www.cora.ro/fox-salam-sarbesc-500g-P-2494495",77148,"Alimente",77156,"Mezeluri"
"598","P-2623154","Crist-tim bacon 300 g",19.99,"buc","AVAILABLE","Produs din carne fiert si afumat.","https://www.cora.ro/crist-tim-bacon-300-g-P-2623154",77148,"Alimente",77156,"Mezeluri"
"599","P-1750653","Cris-Tim Kaizer afumat la kg",54.69,"kilogram","AVAILABLE","Produs din carne fiert si afumat. Eticheta curata. Fara gluten, fara amidon, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-kaizer-afumat-la-kg-P-1750653",77148,"Alimente",77156,"Mezeluri"
"600","P-2435910","Caroli Carnati Cabanos la kg",27.17,"kilogram","AVAILABLE","Carnati din carne de porc.","https://www.cora.ro/caroli-carnati-cabanos-la-kg-P-2435910",77148,"Alimente",77156,"Mezeluri"
"601","P-2471430","Cris-Tim Toba de curcan feliat la kg",44.59,"kilogram","AVAILABLE","Produs din carne fiert.","https://www.cora.ro/cris-tim-toba-de-curcan-feliat-la-kg-P-2471430",77148,"Alimente",77156,"Mezeluri"
"602","P-2486974","Maestro Scarita afumata feliat la kg",40.59,"kilogram","AVAILABLE","Poate contine urme de lactoza, mustar, gluten, telina.","https://www.cora.ro/maestro-scarita-afumata-feliat-la-kg-P-2486974",77148,"Alimente",77156,"Mezeluri"
"603","P-2267979","Fox Gastro sunca de casa feliat la kg",39.49,"kilogram","AVAILABLE","Sunca de casa. Produs fiert si afumat.","https://www.cora.ro/fox-gastro-sunca-de-casa-feliat-la-kg-P-2267979",77148,"Alimente",77156,"Mezeluri"
"604","P-2378870","Cris-Tim mini salam sasesc picant 350 g",16.69,"buc","AVAILABLE","Salam sasesc. Produs din carne fiert si afumat. Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/cris-tim-mini-salam-sasesc-picant-350-g-P-2378870",77148,"Alimente",77156,"Mezeluri"
"605","P-2441480","Caroli salam de vara 500 g",12.99,"buc","AVAILABLE","Salamul de vara de la Caroli este un produs fiert si dublu afumat din carne de porc si vita, protejat de o membrana artificiala necomestibila si amlat in vid.","https://www.cora.ro/caroli-salam-de-vara-500-g-P-2441480",77148,"Alimente",77156,"Mezeluri"
"606","P-2431954","Reinert salam de Sibiu feliat 100 g",10.59,"buc","AVAILABLE","Gustul acestui salam este dat de ingredientele alese, de perioada de maturare si de mucegaiul specific. Fie ca este vorba de un mic dejun surpriza, un pranz pe fuga sau o cina speciala, acest salam reprezinta alegerea cea mai potrivita.","https://www.cora.ro/reinert-salam-de-sibiu-feliat-100-g-P-2431954",77148,"Alimente",77156,"Mezeluri"
"607","P-2623804","Angst sunca de Praga 97% carne 170 g",12.59,"buc","AVAILABLE","Preparat din carne fiert. Produs feliat, ambalat in atmosfera protectoare.","https://www.cora.ro/angst-sunca-de-praga-97-carne-170-g-P-2623804",77148,"Alimente",77156,"Mezeluri"
"608","P-2359528","Agricola salam 300g",14.69,"buc","AVAILABLE","Salam peles, crud-uscat cu mucegai nobil","https://www.cora.ro/agricola-salam-300g-P-2359528",77148,"Alimente",77156,"Mezeluri"
"609","P-2386075","Meda Toba feliat la kg",45.99,"kilogram","AVAILABLE","Toba de casa din carne de porc.","https://www.cora.ro/meda-toba-feliat-la-kg-P-2386075",77148,"Alimente",77156,"Mezeluri"
"610","P-1933117","Cris-Tim Parizer cu piept de pui feliat la kg",27.29,"kilogram","AVAILABLE","Produs din carne fiert.","https://www.cora.ro/cris-tim-parizer-cu-piept-de-pui-feliat-la-kg-P-1933117",77148,"Alimente",77156,"Mezeluri"
"611","P-1857115","Agricola Babic Folio la kg",72.89,"kilogram","AVAILABLE","Produs crud si uscat. Salamul imbina cea mai savuroasa carne de oaie si vita cu aroma condimentelor naturale.","https://www.cora.ro/agricola-babic-folio-la-kg-P-1857115",77148,"Alimente",77156,"Mezeluri"
"612","P-2383708","Aldis sunca 500g",18.39,"buc","AVAILABLE","Sunca premium piept pui","https://www.cora.ro/aldis-sunca-500g-P-2383708",77148,"Alimente",77156,"Mezeluri"
"613","P-2316110","Reinert Salam de Sibiu feliat la kg",88.29,"kilogram","AVAILABLE","Salam din carne de porc.","https://www.cora.ro/reinert-salam-de-sibiu-feliat-la-kg-P-2316110",77148,"Alimente",77156,"Mezeluri"
"614","P-2412873","Cora sunculita taraneasca feliata la kg",35.79,"kilogram","AVAILABLE",NA,"https://www.cora.ro/cora-sunculita-taraneasca-feliata-la-kg-P-2412873",77148,"Alimente",77156,"Mezeluri"
"615","P-2511197","Angst Salam de Sibiu feliat la kg",87.79,"kilogram","AVAILABLE","Salam din carne de porc.","https://www.cora.ro/angst-salam-de-sibiu-feliat-la-kg-P-2511197",77148,"Alimente",77156,"Mezeluri"
"616","P-2541710","Meda coasta afumata la kg",39.59,"kilogram","AVAILABLE","Coasta de porc afumata natural este una dintre cele mai apreciate carne de porc, pregatiti cu maiestrie avand gusturi rafinate.","https://www.cora.ro/meda-coasta-afumata-la-kg-P-2541710",77148,"Alimente",77156,"Mezeluri"
"617","P-2642354","Agricola Salam uscat presat 350 g",14.19,"buc","AVAILABLE","Produs crud-uscat afumat cu lemn de esenta tare. Pentru 100 g produs se prelucreaza 105 g carne porc si 15 g carne de vita. Membrana artificiala necomestibila.","https://www.cora.ro/agricola-salam-uscat-presat-350-g-P-2642354",77148,"Alimente",77156,"Mezeluri"
"618","P-2295985","Cris-Tim Salam Pontic feliat la kg",57.89,"kilogram","AVAILABLE","Produs din carne crud uscat.","https://www.cora.ro/cris-tim-salam-pontic-feliat-la-kg-P-2295985",77148,"Alimente",77156,"Mezeluri"
"619","P-2409342","Pepe mini crenvursti de pui 100g",3.69,"buc","AVAILABLE","Mini crenvusti de pui fara membrana.","https://www.cora.ro/pepe-mini-crenvursti-de-pui-100g-P-2409342",77148,"Alimente",77156,"Mezeluri"
"620","P-2490497","Matache Macelaru rulada de pui 200 g",11.19,"buc","AVAILABLE","Produs din carne fiert si afumat. Eticheta curata; Fara gluten,  fara amidon, fara MDM, fara soia, fara coloranti sintetici, fara monoglutamat de sodiu adaugat.","https://www.cora.ro/matache-macelaru-rulada-de-pui-200-g-P-2490497",77148,"Alimente",77156,"Mezeluri"
"621","P-2367109","Reinert salam Martinel 90 g",10.79,"buc","AVAILABLE","Salam Martinel","https://www.cora.ro/reinert-salam-martinel-90-g-P-2367109",77148,"Alimente",77156,"Mezeluri"
"622","P-2625977","Fox Ciolan dezosat afumat vid la kg",34.59,"kilogram","AVAILABLE","Ciolan dezosat afumat. Produs fiert si afumat. Ambalat in vid.","https://www.cora.ro/fox-ciolan-dezosat-afumat-vid-la-kg-P-2625977",77148,"Alimente",77156,"Mezeluri"
"623","P-2355886","Fox Kaizer afumat la kg",49.49,"kilogram","AVAILABLE","Produs fiert si afumat cu fum natural din lemn de fag.","https://www.cora.ro/fox-kaizer-afumat-la-kg-P-2355886",77148,"Alimente",77156,"Mezeluri"
"624","P-2543815","Fox La Saramura kaizer afumat la kg",56.89,"kilogram","AVAILABLE","Kaizer afumat. Produs fiert si afumat.","https://www.cora.ro/fox-la-saramura-kaizer-afumat-la-kg-P-2543815",77148,"Alimente",77156,"Mezeluri"
"625","P-2409568","Campofrio salam Palaciego feliat la kg",70.19,"kilogram","AVAILABLE",NA,"https://www.cora.ro/campofrio-salam-palaciego-feliat-la-kg-P-2409568",77148,"Alimente",77156,"Mezeluri"
"626","P-2554755","Sissi sunca din pulpa de porc 1.5% 170 g",9.49,"buc","AVAILABLE","Sunca din pulpa de porc, feliata. Produs fiert.","https://www.cora.ro/sissi-sunca-din-pulpa-de-porc-1-5-170-g-P-2554755",77148,"Alimente",77156,"Mezeluri"
"627","P-2615040","Aldis Parizer porc 1 kg",14.09,"buc","AVAILABLE","Produs fiert. Membrata artificiala necomestibila.","https://www.cora.ro/aldis-parizer-porc-1-kg-P-2615040",77148,"Alimente",77156,"Mezeluri"
"628","P-2330175","Cris-Tim Trio Pack salam 150 g",9.99,"buc","AVAILABLE","Salam trio pack contine: salam Sinaia, salam Potcoava, salam Chorizo. Produs din carne crud-uscat.","https://www.cora.ro/cris-tim-trio-pack-salam-150-g-P-2330175",77148,"Alimente",77156,"Mezeluri"
"629","P-2458048","Poiana Marului Muschi file porc la kg",72.99,"kilogram","AVAILABLE","Muschi file porc.","https://www.cora.ro/poiana-marului-muschi-file-porc-la-kg-P-2458048",77148,"Alimente",77156,"Mezeluri"
