"id","nume","pret","data","magazin","link","categorie","subcategorie","descriere"
"P-2331328","Gillette Venus simply 3 Plus aparat de ras 3buc",15.39,2021-10-09,"cora","https://www.cora.ro/gillette-venus-simply-3-plus-aparat-de-ras-3buc-P-2331328","Casa si familie","Frumusete si ingrijire","Aparate de ras de unica folosinta asigura o epilare cat mai aproape de piele. Aceste aparate de unica folosinta au un capat pivotant cu 3 lame si un maner confortabil pentru o apropiere suplimentara si alunecare usoara.. UM: buc. InStoc: AVAILABLE"
"P-2335943","L Oreal Paris Casting Creme Gloss vopsea de par 1021 blond deschis perlat",22.99,2021-10-09,"cora","https://www.cora.ro/l-oreal-paris-casting-creme-gloss-vopsea-de-par-1021-blond-deschis-perlat-P-2335943","Casa si familie","Frumusete si ingrijire","Vopsea fara amoniac, ce confera parului o culoare vibranta, plina de reflexii stralucitoare si dureaza pana la 28 de samponari. Laptisorul de matca asigura o hranire intensa pentru un par revigorat si matasos.. UM: buc. InStoc: AVAILABLE"
"P-2338128","Himalaya pasta de dinti 100 g",16.7,2021-10-09,"cora","https://www.cora.ro/himalaya-pasta-de-dinti-100-g-P-2338128","Casa si familie","Frumusete si ingrijire","Pasta dinti herbals. UM: buc. InStoc: AVAILABLE"
"P-2338964","Vopsea Crema permanenta Palette Intensive N3 (4-0) saten mediu",13.47,2021-10-09,"cora","https://www.cora.ro/vopsea-crema-permanenta-palette-intensive-n3-4-0-saten-mediu-P-2338964","Casa si familie","Frumusete si ingrijire","Vopsea Schwarzkopf Palette Intensive Color Creme - cu sistemul triplu de ingrijire. Formula cu pigmenti foarte intensi patrunde in structura firului de par si sigileaza culoarea, pentru protectie impotriva decolorararii.. UM: buc. InStoc: AVAILABLE"
"P-2345560","Gillette Splash Cool Wave after shave 100 ml",25.19,2021-10-09,"cora","https://www.cora.ro/gillette-splash-cool-wave-after-shave-100-ml-P-2345560","Casa si familie","Frumusete si ingrijire","Lotiunea dupa ras Gillette Cool Wave After Shave Splash tonifiaza pielea.. UM: buc. InStoc: AVAILABLE"
"P-2396193","Vopsea de par Garnier Color Sensation 3.16 Ametist Profund",12.49,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-garnier-color-sensation-3-16-ametist-profund-P-2396193","Casa si familie","Frumusete si ingrijire","Crema coloranta permanenta, cu amoniac, cu pigmenti intensi pentru o culoare senzationala de lunga durata si acoperire 100% a firelor de par alb, nuanta ametist profund.. UM: buc. InStoc: AVAILABLE"
"P-2404619","Vopsea pentru gene Delia Cosmetics Color Cream 1.0 negru",10.49,2021-10-09,"cora","https://www.cora.ro/vopsea-pentru-gene-delia-cosmetics-color-cream-1-0-negru-P-2404619","Casa si familie","Frumusete si ingrijire","Crema coloranta neagra pentru gene si sprancene cu ulei de argan pentru uz profesional. Continutul este suficient pentru cca 15 aplicari.. UM: buc. InStoc: AVAILABLE"
"P-2414988","Sapun lichid spuma cu glicerina Gerovital Pure 300ml",10.99,2021-10-09,"cora","https://www.cora.ro/sapun-lichid-spuma-cu-glicerina-gerovital-pure-300ml-P-2414988","Casa si familie","Frumusete si ingrijire","Formulat ca o spuma delicata, sapunul lichid, bogat in glicerina, curata cu blandete pielea. Glicerina vegetala hidrateaza si catifeleaza pielea, iar extractul de rodie ecocertificat are un puternic efect antioxidant. Fara parabeni.. UM: buc. InStoc: AVAILABLE"
"P-2430256","Cora Mini absorbante igienice 20 bucati",10.29,2021-10-09,"cora","https://www.cora.ro/cora-mini-absorbante-igienice-20-bucati-P-2430256","Casa si familie","Frumusete si ingrijire","Absorbante igienice pentru femei concepute pentru incontinenta urinara lejera si ocazionala. Ele poseda un sistem de neutralizare a mirosurilor si asigura un veritabil confort gratie capacitatii lor de absorbtie si formei anatomice.. UM: buc. InStoc: AVAILABLE"
"P-2433974","Vopsea de par Garnier Color Sensation 111 Blond Ultra Argintiu",12.49,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-garnier-color-sensation-111-blond-ultra-argintiu-P-2433974","Casa si familie","Frumusete si ingrijire","Crema coloranta permanenta, cu amoniac, cu pigmenti intensi pentru o culoare senzationala de lunga durata si acoperire 100% a firelor de par alb, nuanta blond ultra argintiu.. UM: buc. InStoc: AVAILABLE"
"P-1049785","Gillette Mach3 rezerve de ras pentru barbati 2 bucati",34.39,2021-10-09,"cora","https://www.cora.ro/gillette-mach3-rezerve-de-ras-pentru-barbati-2-bucati-P-1049785","Casa si familie","Frumusete si ingrijire","Rezervele pentru barbati Gillette Mach3 au lame mai rezistente decat otelul care raman ascutite mai mult timp (comparativ cu Sensor3). Rezerve de ras pentru barbati, Gillette Mach3, 2 bucati.. UM: buc. InStoc: AVAILABLE"
"P-1687540","Adidas Dynamic Pulse Deodorant spray 150ml",9.99,2021-10-09,"cora","https://www.cora.ro/adidas-dynamic-pulse-deodorant-spray-150ml-P-1687540","Casa si familie","Frumusete si ingrijire","Deodorant spray dynamic pulse. UM: buc. InStoc: AVAILABLE"
"P-1748682","Seni Super Scutece Adulti Large 10buc",35.99,2021-10-09,"cora","https://www.cora.ro/seni-super-scutece-adulti-large-10buc-P-1748682","Casa si familie","Frumusete si ingrijire","Scutece Pemium pentru incontinenta medie si grava, recomandate pentru dimensiuni talie 100-150 cm, 6 picaturi capacitate de absorbtie. AIR - suprafata ce permite pielii sa respire.. UM: buc. InStoc: AVAILABLE"
"P-1748686","Seni Stand Scutece Adulti Large 30buc",98.53,2021-10-09,"cora","https://www.cora.ro/seni-stand-scutece-adulti-large-30buc-P-1748686","Casa si familie","Frumusete si ingrijire","Scutece pentru incontinenta medie si grava, recomandate pentru dimensiuni talie 100-150 cm, 6 picaturi capacitate de absorbtie. Suprafata ce permite pielii sa respire in partile laterale, care sunt predispuse la aparitia iritatiilor.. UM: buc. InStoc: AVAILABLE"
"P-1784301","OB Original super tampoane 16 bucati",10.99,2021-10-09,"cora","https://www.cora.ro/ob-original-super-tampoane-16-bucati-P-1784301","Casa si familie","Frumusete si ingrijire","Tampoanele OB asigura protectie de incredere datorita canalelor spiralate: directioneaza si retine eficient lichidul in interiorul tamponului.. UM: buc. InStoc: AVAILABLE"
"P-1812648","STR8ï¿½After Shave Lotion Original 50ml",15.49,2021-10-09,"cora","https://www.cora.ro/str8ï-after-shave-lotion-original-50ml-P-1812648","Casa si familie","Frumusete si ingrijire","STR8 Original lotiune dupa ras este creata special pentru barbatul modern, autentic, caruia ii place sa aiba intotdeauna grija de el insusi.. UM: buc. InStoc: AVAILABLE"
"P-1846170","Garnier Color Naturals 1. Negru vopsea de par permanenta cu amoniac 110 ml",11.99,2021-10-09,"cora","https://www.cora.ro/garnier-color-naturals-1-negru-vopsea-de-par-permanenta-cu-amoniac-110-ml-P-1846170","Casa si familie","Frumusete si ingrijire","Color Naturals cu formula sa unica de crema, imbogatita cu 3 uleiuri nutritive, hraneste fibra in profunzime, parul fiind protejat impotriva uscarii pana la urmatoarea vopsire! Parul este matasos si moale la atingere.. UM: buc. InStoc: AVAILABLE"
"P-1846188","Garnier Color Naturals 8 Blond Deschis vopsea de par permanenta cu amoniac 110 ml",11.99,2021-10-09,"cora","https://www.cora.ro/garnier-color-naturals-8-blond-deschis-vopsea-de-par-permanenta-cu-amoniac-110-ml-P-1846188","Casa si familie","Frumusete si ingrijire","Color Naturals cu formula sa unica de crema, imbogatita cu 3 uleiuri nutritive, hraneste fibra in profunzime, parul fiind protejat impotriva uscarii pana la urmatoarea vopsire! Parul este matasos si moale la atingere.. UM: buc. InStoc: AVAILABLE"
"P-1983532","Kallos Cosmetics Midollo and Placenta tratament pentru par 800 ml",13.49,2021-10-09,"cora","https://www.cora.ro/kallos-cosmetics-midollo-and-placenta-tratament-pentru-par-800-ml-P-1983532","Casa si familie","Frumusete si ingrijire","Produs regenerant pentru par, bogat in peptide, vitamine, saruri minerale si maduva de bambus, reprezentand un excelent inlocuitor al tratamentului pe baza de maduva si placenta animala. Revitalizeaza parul dupa decolorari permanente.. UM: buc. InStoc: AVAILABLE"
"P-2097922","Deodorant spray antiperspirant Fa Pink Passion 150ml",10.36,2021-10-09,"cora","https://www.cora.ro/deodorant-spray-antiperspirant-fa-pink-passion-150ml-P-2097922","Casa si familie","Frumusete si ingrijire","Formula bine tolerata de piele a deodorantului Fa Pink Passion ofera protectie impotriva mirosului neplacut de transpiratie timp de 48 de ore, fara a lasa urme albe.. UM: buc. InStoc: AVAILABLE"
"P-2150372","Palmolive Naturals Olive rezerva sapun lichid 500 ml",12.69,2021-10-09,"cora","https://www.cora.ro/palmolive-naturals-olive-rezerva-sapun-lichid-500-ml-P-2150372","Casa si familie","Frumusete si ingrijire","Formula bogata si matasoasa a gelului de dus Palmolive Naturals Olive iti hraneste pielea si o lasa catifelata.. UM: buc. InStoc: AVAILABLE"
"P-2242200","Balsam Gliss Oil Nutritive 200ml",10.49,2021-10-09,"cora","https://www.cora.ro/balsam-gliss-oil-nutritive-200ml-P-2242200","Casa si familie","Frumusete si ingrijire","Balsam pentru parul lung cu varfuri despicate, ce ofera pieptanare usoara, stralucire si cu pana la 85% mai putine varfuri despicate.. UM: buc. InStoc: AVAILABLE"
"P-2296524","Deodorant roll on Garnier Mineral Action Control 50ml",12.83,2021-10-09,"cora","https://www.cora.ro/deodorant-roll-on-garnier-mineral-action-control-50ml-P-2296524","Casa si familie","Frumusete si ingrijire","Deodorantul contine minerale derivate anti-perspirante si ofera protectie optima in conditii de caldura, sport si stres, timp de 48 de ore. Fara alcool, fara parabeni. Testat dermatologic.. UM: buc. InStoc: AVAILABLE"
"P-2312749","Seni Active Scutece Adulti Medium 10buc",39.89,2021-10-09,"cora","https://www.cora.ro/seni-active-scutece-adulti-medium-10buc-P-2312749","Casa si familie","Frumusete si ingrijire","Chilot absorbant pentru incontinenta medie,recomandat pentru dimensiuni in talie 80-110 cm,5.5 picaturi capacitate de absorbtie.Banda elastica pe toata suprafata taliei.AIR - suprafata ce permite pielii sa respire,foarte moale si delicata.. UM: buc. InStoc: AVAILABLE"
"P-2312750","Seni Active Scutece Adulti Large 10buc",43.59,2021-10-09,"cora","https://www.cora.ro/seni-active-scutece-adulti-large-10buc-P-2312750","Casa si familie","Frumusete si ingrijire","Chilot absorbant pentru incontinenta medie,recomandat pentru dimensiuni in talie 100-135 cm,5.5 picaturi capacitate de absorbtie.Banda elastica pe toata suprafata taliei.AIR-suprafata ce permite pielii sa respire,foarte moale si delicata.. UM: buc. InStoc: AVAILABLE"
"P-2331060","Gel pentru par Syoss Max Hold 250ml",19.1,2021-10-09,"cora","https://www.cora.ro/gel-pentru-par-syoss-max-hold-250ml-P-2331060","Casa si familie","Frumusete si ingrijire","Gel modelator pentru par cu fixare mega puternica, de nivel 5, ce ofera un echilibru perfect intre fixare si suplete, pentru un styling de incredere, de lunga durata.. UM: buc. InStoc: AVAILABLE"
"P-2332032","Vopsea de par Loncolor Ultra 4.8-Aluna",12.49,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-loncolor-ultra-4-8-aluna-P-2332032","Casa si familie","Frumusete si ingrijire","Vopsea crema permanenta, cu amoniac, cu un complex natural de ingrediente (ulei de migdale, proteine din grau si vitamina C) si usor de aplicat, acoperind perfect firele albe si conferind stralucire si vitalitate parului, nuanta aluna.. UM: buc. InStoc: AVAILABLE"
"P-2340928","Vopsea pemanenta Syoss Color Baseline 3-3 Violet Inchis 115 ml",17.5,2021-10-09,"cora","https://www.cora.ro/vopsea-pemanenta-syoss-color-baseline-3-3-violet-inchis-115-ml-P-2340928","Casa si familie","Frumusete si ingrijire","Descopera noua Vopsea de par permanenta Syoss color pentru culorile reci si cenusii cu intensitate de lunga durata perfecta pentru blond fara tonuri de galben si fire albe nedorite. Pigmenti concentrati de decolorare.. UM: buc. InStoc: AVAILABLE"
"P-2342349","Colgate Max White One pasta de dinti 75 ml",21.19,2021-10-09,"cora","https://www.cora.ro/colgate-max-white-one-pasta-de-dinti-75-ml-P-2342349","Casa si familie","Frumusete si ingrijire","Pasta de dinti contine micro-cristale acceleratoare de albire ce ofera o indepartare superioara a petelor dentare si ajuta la prevenirea formarii petelor.. UM: buc. InStoc: AVAILABLE"
"P-2343267","Deodorant spray Fa Mystic Moments 150 ml",10.36,2021-10-09,"cora","https://www.cora.ro/deodorant-spray-fa-mystic-moments-150-ml-P-2343267","Casa si familie","Frumusete si ingrijire","Momente pline de mister. Lasa-te purtat de simturi intr-o calatorie frumoasa alaturi de parfumul produselor FA care te inspira. Simte-te fantastic si in acelasi timp protejat in fiecare zi. Protectie sigura.. UM: buc. InStoc: AVAILABLE"
"P-2376500","Sapun lichid dezinfectant cu aloe vera Dettol 250ml",10.59,2021-10-09,"cora","https://www.cora.ro/sapun-lichid-dezinfectant-cu-aloe-vera-dettol-250ml-P-2376500","Casa si familie","Frumusete si ingrijire","Sapun lichid ce asigura o ingrijire delicata si un miros de prospetime pielii. Elimina 99.9% dintre bacterii, inclusiv Salmonella, MRSA si E. Coli, lasand pielea mainilor catifelata, hidratata si curatata de bacterii. Testat dermatologic.. UM: buc. InStoc: AVAILABLE"
"P-2412549","Vopsea de par L'Oreal   Excellence Creme 3-Saten inchis",27.23,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-l-oreal-excellence-creme-3-saten-inchis-P-2412549","Casa si familie","Frumusete si ingrijire","Crema coloranta, cu amoniac, protectoare si revitalizanta cu Pro-Keratina, ce ofera o culoare bogata si stralucitoare, acoperind perfect firele albe si un par mai puternic si mai catifelat la atingere, nuanta saten inchis.. UM: buc. InStoc: AVAILABLE"
"P-2416128","Balsam de buze Himalaya",8.39,2021-10-09,"cora","https://www.cora.ro/balsam-de-buze-himalaya-P-2416128","Casa si familie","Frumusete si ingrijire","Balsam buze. UM: buc. InStoc: AVAILABLE"
"P-2421965","Winny servetele umede intime 20 bucati",1.39,2021-10-09,"cora","https://www.cora.ro/winny-servetele-umede-intime-20-bucati-P-2421965","Casa si familie","Frumusete si ingrijire","Servetele umede pentru igiena intima.. UM: buc. InStoc: AVAILABLE"
"P-2430230","cora sapun cu unt de shea 2x100 g",7.09,2021-10-09,"cora","https://www.cora.ro/cora-sapun-cu-unt-de-shea-2x100-g-P-2430230","Casa si familie","Frumusete si ingrijire","Hidrateaza straturile superioare ale epidermei. Potrivit pentru piele uscata. Sapunul nostru uleios este imbogatit in glicerina si unt de shea. Ajuta la pastrarea nivelului natural de hidratare si previne deshidratarea pielii.. UM: buc. InStoc: AVAILABLE"
"P-2431185","Seni Active Scutece Adulti ExtraLarge10",45.99,2021-10-09,"cora","https://www.cora.ro/seni-active-scutece-adulti-extralarge10-P-2431185","Casa si familie","Frumusete si ingrijire","Chilot absorbant pentru incontinenta medie,recomandat pentru dimensiuni in talie 120-160 cm,5.5 picaturi capacitate de absorbtie.Banda elastica pe toata suprafata taliei.AIR-suprafata ce permite pielii sa respire,foarte moale si delicata.. UM: buc. InStoc: AVAILABLE"
"P-2435048","Winny dischete cosmetice 100 bucati",6.49,2021-10-09,"cora","https://www.cora.ro/winny-dischete-cosmetice-100-bucati-P-2435048","Casa si familie","Frumusete si ingrijire","Dischete cosmetice din bumbac 100%. Sunt recomandate in special pentru ingrijirea tenului.. UM: buc. InStoc: AVAILABLE"
"P-1747316","Fixativ Taft Ultra 250ml",14.39,2021-10-09,"cora","https://www.cora.ro/fixativ-taft-ultra-250ml-P-1747316","Casa si familie","Frumusete si ingrijire","Fixare de pana la 3 zile - fixare ultra puternica. Taft ultra cu formula cu arginina, fortifica parul de la radacini si ii ofera rezistenta la factorii externi si fixare de lunga durata!. UM: buc. InStoc: AVAILABLE"
"P-1777560","Malizia Uomo after shave 100ml",19.61,2021-10-09,"cora","https://www.cora.ro/malizia-uomo-after-shave-100ml-P-1777560","Casa si familie","Frumusete si ingrijire","After shave vetyver. UM: buc. InStoc: AVAILABLE"
"P-1873343","Perie pentru par antistatica BeautyLook",12.36,2021-10-09,"cora","https://www.cora.ro/perie-pentru-par-antistatica-beautylook-P-1873343","Casa si familie","Frumusete si ingrijire","Perie pentru par.. UM: buc. InStoc: AVAILABLE"
"P-1873360","Perie pentru par din plastic BeautyLook",11.14,2021-10-09,"cora","https://www.cora.ro/perie-pentru-par-din-plastic-beautylook-P-1873360","Casa si familie","Frumusete si ingrijire","Perie pentru par din plastic.. UM: buc. InStoc: AVAILABLE"
"P-1969240","Nuantator de par Loncolor Trendy Colors R5 Rosu Soul",8.99,2021-10-09,"cora","https://www.cora.ro/nuantator-de-par-loncolor-trendy-colors-r5-rosu-soul-P-1969240","Casa si familie","Frumusete si ingrijire","Vopsea semipermanenta pentru par, fara amoniac, fara oxidant, cu ulei de Limnanthes Alba, nuanta rosu Soul.. UM: buc. InStoc: AVAILABLE"
"P-1987815","Gel de par Taft Power Activity 150 ml",15.39,2021-10-09,"cora","https://www.cora.ro/gel-de-par-taft-power-activity-150-ml-P-1987815","Casa si familie","Frumusete si ingrijire","Gel de par Power acttivity. Formula inovatoare cu gel transparent ofera o fixare invizilbila. fara a lipi firele de par si fara a lasa reziduuri. Usor de indepartat prin spalare.. UM: buc. InStoc: AVAILABLE"
"P-2013781","Libresse Natural Care Normal absorbante 10 buc",4.99,2021-10-09,"cora","https://www.cora.ro/libresse-natural-care-normal-absorbante-10-buc-P-2013781","Casa si familie","Frumusete si ingrijire","Absorbantele Libresse Natural Care au o suprafata exterioara ca de bumbac si contin extracte naturale de aloe vera si musetel, extracte recunoscute pentru proprietatile lor anti-bacteriene si anti-inflamatorii.. UM: buc. InStoc: AVAILABLE"
"P-2085072","Fixativ Taft Keratin fixare ultra puternica par fortificat nu lipeste firele de par 250ml",14.79,2021-10-09,"cora","https://www.cora.ro/fixativ-taft-keratin-fixare-ultra-puternica-par-fortificat-nu-lipeste-firele-de-par-250ml-P-2085072","Casa si familie","Frumusete si ingrijire","Par fortificat - fixare ultra puternica. Formula Taft Keratin cu componente de cheratina lichida identica parului fortifica parul si ii ofera fixare de lunga durata. fara a lipi firele de par!. UM: buc. InStoc: AVAILABLE"
"P-2092499","Deodorant spray parfumat Caldion Men 150ml",10.89,2021-10-09,"cora","https://www.cora.ro/deodorant-spray-parfumat-caldion-men-150ml-P-2092499","Casa si familie","Frumusete si ingrijire","Deodorant natural spray pentru barbati care confera senzatie de prospetime intreaga zi.. UM: buc. InStoc: AVAILABLE"
"P-2169571","Nuantator de par Loncolor Trendy Colors N1 Negru Chillout",8.99,2021-10-09,"cora","https://www.cora.ro/nuantator-de-par-loncolor-trendy-colors-n1-negru-chillout-P-2169571","Casa si familie","Frumusete si ingrijire","Vopsea semipermanenta pentru par, fara amoniac, fara oxidant, cu ulei de Limnanthes Alba, nuanta negru Chillout.. UM: buc. InStoc: AVAILABLE"
"P-2221266","Balsam Nivea Diamond Gloss 200ml",14.69,2021-10-09,"cora","https://www.cora.ro/balsam-nivea-diamond-gloss-200ml-P-2221266","Casa si familie","Frumusete si ingrijire","Balsam cu particule veritabile de diamant si keratina lichida, ce confera parului o stralucire senzationala de diamant si o senzatie placuta la atingere. Ideal pentru parul uscat, tern, lipsit de vitalitate si stralucire.. UM: buc. InStoc: AVAILABLE"
"P-2240289","Garnier Fructis Style Structure gel de par pentru fixare medie 200 ml",14.79,2021-10-09,"cora","https://www.cora.ro/garnier-fructis-style-structure-gel-de-par-pentru-fixare-medie-200-ml-P-2240289","Casa si familie","Frumusete si ingrijire","Garnier aduce noul gel structurant cu extract de bambus. Acest gel ofera o noua modalitate de definire si structurare a parului tau.. UM: buc. InStoc: AVAILABLE"
"P-2242204","Balsam spray Gliss Oil Nutritive 200ml",14.49,2021-10-09,"cora","https://www.cora.ro/balsam-spray-gliss-oil-nutritive-200ml-P-2242204","Casa si familie","Frumusete si ingrijire","Balsam spray pentru parul lung cu varfuri despicate, ce ofera pieptanare usoara, stralucire si cu pana la 85% mai putine varfuri despicate.. UM: buc. InStoc: AVAILABLE"
"P-2242207","Spuma modelatoare Taft Power Cashmere fixare mega puternica 200ml",14.19,2021-10-09,"cora","https://www.cora.ro/spuma-modelatoare-taft-power-cashmere-fixare-mega-puternica-200ml-P-2242207","Casa si familie","Frumusete si ingrijire","Suplete de casmir - fixare mega puternica. Formula Taft Power Cashmere ofera suplete de casmir parului - in special parului uscat si deteriorat! Pana la 3 zile de fixare, fara a lipi firele de par si fara a lasa reziduuri.. UM: buc. InStoc: AVAILABLE"
"P-2302944","Elmiplant crema maini 100ml",7.99,2021-10-09,"cora","https://www.cora.ro/elmiplant-crema-maini-100ml-P-2302944","Casa si familie","Frumusete si ingrijire","Crema maini nutritiva cu unt de avocado. UM: buc. InStoc: AVAILABLE"
"P-2310580","L'Oreal triple active crema zi 50ml",27.64,2021-10-09,"cora","https://www.cora.ro/l-oreal-triple-active-crema-zi-50ml-P-2310580","Casa si familie","Frumusete si ingrijire","Crema de zi. UM: buc. InStoc: AVAILABLE"
"P-2332040","Vopsea de par Loncolor Ultra 8.1-Blond bej",12.49,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-loncolor-ultra-8-1-blond-bej-P-2332040","Casa si familie","Frumusete si ingrijire","Vopsea crema permanenta, cu amoniac, cu un complex natural de ingrediente (ulei de migdale, proteine din grau si vitamina C) si usor de aplicat, acoperind perfect firele albe si conferind stralucire si vitalitate parului, nuanta blond bej.. UM: buc. InStoc: AVAILABLE"
"P-2384898","Pearl Drops Hollywood Smile pasta de dinti 50 ml",16.89,2021-10-09,"cora","https://www.cora.ro/pearl-drops-hollywood-smile-pasta-de-dinti-50-ml-P-2384898","Casa si familie","Frumusete si ingrijire","Produs pentru albirea dintilor. Delicat, usor abraziv. Previne aparitia cariilor. Intareste smaltul dintilor.. UM: buc. InStoc: AVAILABLE"
"P-2392809","NIVEA MEN Gel de dus Pure Impact 250ml",12.59,2021-10-09,"cora","https://www.cora.ro/nivea-men-gel-de-dus-pure-impact-250ml-P-2392809","Casa si familie","Frumusete si ingrijire","Hidratare intensiva si curatare in profunzime: Gel de dus NIVEA MEN Pure Impact. Formula inovatoare cu particule fine, exfoliante, pentru o curatare eficienta, ofera pielii tale prospetime de durata. Lasa pielea revitalizata si ingrijita.. UM: buc. InStoc: AVAILABLE"
"P-2396192","Vopsea de par Garnier Color Sensation 3.0 Saten Prestige",12.49,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-garnier-color-sensation-3-0-saten-prestige-P-2396192","Casa si familie","Frumusete si ingrijire","Crema coloranta permanenta, cu amoniac, cu pigmenti intensi pentru o culoare senzationala de lunga durata si acoperire 100% a firelor de par alb, nuanta saten prestige.. UM: buc. InStoc: AVAILABLE"
"P-2396204","Vopsea de par L'Oreal   Preference M1 4.15-Caracas: Intense Deep Brown",37.89,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-l-oreal-preference-m1-4-15-caracas-intense-deep-brown-P-2396204","Casa si familie","Frumusete si ingrijire","Vopsea de par permanenta, cu amoniac si pigmenti coloranti ce se prind cu usurinta in firul de par si asigura o culoare bogata si stralucitoare pana la 8 saptamani, acoperind perfect firele de par alb, nuanta intense deep brown.. UM: buc. InStoc: AVAILABLE"
"P-2396603","Vopsea de par Garnier Color Sensation 6.60 Rubin Intens",12.49,2021-10-09,"cora","https://www.cora.ro/vopsea-de-par-garnier-color-sensation-6-60-rubin-intens-P-2396603","Casa si familie","Frumusete si ingrijire","Crema coloranta permanenta, cu amoniac, cu pigmenti intensi pentru o culoare senzationala de lunga durata si acoperire 100% a firelor de par alb, nuanta rubin intens.. UM: buc. InStoc: AVAILABLE"
"P-2417026","cora sapun 1000ml",7.19,2021-10-09,"cora","https://www.cora.ro/cora-sapun-1000ml-P-2417026","Casa si familie","Frumusete si ingrijire","Sapun lichid rezerva olive. UM: buc. InStoc: AVAILABLE"
"P-1053478","Dove Rollon Original 50 ml",14.99,2021-10-09,"cora","https://www.cora.ro/dove-rollon-original-50-ml-P-1053478","Casa si familie","Frumusete si ingrijire","Antiperspirantul roll-on Dove Original ofera protectie de pana la 48 de ore impotriva transpiratiei si are un parfum delicat, ce te invaluie intr-o senzatie de prospetime intreaga zi.. UM: buc. InStoc: AVAILABLE"
"P-1748684","Seni Stand Scutece Adulti Medium 30buc",83.79,2021-10-09,"cora","https://www.cora.ro/seni-stand-scutece-adulti-medium-30buc-P-1748684","Casa si familie","Frumusete si ingrijire","Scutece pentru incontinenta medie si grava, recomandate pentru dimensiuni talie 75-110 cm, 6 picaturi capacitate de absorbtie. Suprafata ce permite pielii sa respire in partile laterale, care sunt predispuse la aparitia iritatiilor.. UM: buc. InStoc: AVAILABLE"
"P-1812788","Mediterraneo Deodorant 150Ml",16.59,2021-10-09,"cora","https://www.cora.ro/mediterraneo-deodorant-150ml-P-1812788","Casa si familie","Frumusete si ingrijire","Deodorant pentru barbati. UM: buc. InStoc: AVAILABLE"
"P-1846176","Garnier Color Naturals 4.3 Saten Auriu vopsea de par permanenta cu amoniac 110 ml",11.99,2021-10-09,"cora","https://www.cora.ro/garnier-color-naturals-4-3-saten-auriu-vopsea-de-par-permanenta-cu-amoniac-110-ml-P-1846176","Casa si familie","Frumusete si ingrijire","Color Naturals cu formula sa unica de crema, imbogatita cu 3 uleiuri nutritive, hraneste fibra in profunzime, parul fiind protejat impotriva uscarii pana la urmatoarea vopsire! Parul este matasos si moale la atingere.. UM: buc. InStoc: AVAILABLE"
"P-2013626","Sesodyne Expanding Floss Ata dentara curata dintii in zonele greu accesibile 30 m",12.99,2021-10-09,"cora","https://www.cora.ro/sesodyne-expanding-floss-ata-dentara-curata-dintii-in-zonele-greu-accesibile-30-m-P-2013626","Casa si familie","Frumusete si ingrijire","Ata dentara Sensodyne Expanding Floss este expandabila in contact cu saliva, fapt ce ii permite o curatare optima a spatiilor interdentare chiar si acolo unde perii periutei de dinti nu pot ajunge.. UM: buc. InStoc: AVAILABLE"
"P-2254795","Winny Lady aparat de ras 3 lame set 5 bucati",5.29,2021-10-09,"cora","https://www.cora.ro/winny-lady-aparat-de-ras-3-lame-set-5-bucati-P-2254795","Casa si familie","Frumusete si ingrijire","Aparat de ras pentru femei prevazut cu 3 lame si banda lubrifianta.. UM: buc. InStoc: AVAILABLE"
"P-2273010","Bic Pure3 Lady aparat ras 4+2buc",8.99,2021-10-09,"cora","https://www.cora.ro/bic-pure3-lady-aparat-ras-4-2buc-P-2273010","Casa si familie","Frumusete si ingrijire","NA. UM: buc. InStoc: AVAILABLE"
"P-2285733","Gel de Baie cu Mure si Mosc Milmil 1000ml",11.69,2021-10-09,"cora","https://www.cora.ro/gel-de-baie-cu-mure-si-mosc-milmil-1000ml-P-2285733","Casa si familie","Frumusete si ingrijire","Gel de baie cu extract de mure si mosc, ideal pentru hidratarea si catifelarea pielii delicate.. UM: buc. InStoc: AVAILABLE"
"P-2302961","Palmolive Naturals Olive gel de dus 500 ml",16.59,2021-10-09,"cora","https://www.cora.ro/palmolive-naturals-olive-gel-de-dus-500-ml-P-2302961","Casa si familie","Frumusete si ingrijire","Formula bogata si matasoasa a gelului de dus Palmolive Naturals Olive iti hraneste pielea si o lasa catifelata.. UM: buc. InStoc: AVAILABLE"
"P-2319497","Bioten Lapte demachiant cu miere si galbenele 200 ml",9.69,2021-10-09,"cora","https://www.cora.ro/bioten-lapte-demachiant-cu-miere-si-galbenele-200-ml-P-2319497","Casa si familie","Frumusete si ingrijire","Lapte demachiant cu miere si extract de galbenele curata eficient si improspateaza tenul uscat/sensibil, fara sa il usuce. Testat dermatologic. Fara parabeni; fara coloranti.. UM: buc. InStoc: AVAILABLE"
"P-2331769","cora gel intim 250 ml",5.89,2021-10-09,"cora","https://www.cora.ro/cora-gel-intim-250-ml-P-2331769","Casa si familie","Frumusete si ingrijire","Gel pentru igiena intima.. UM: buc. InStoc: AVAILABLE"
