"id","nume","pret","link","descriere","subcategorie","data","magazin"
"P-2598510","Airwaves Cool Cassis guma de mestecat cu arome de mentol si coacaze negre 60 bucati 84 g","11.09","https://www.cora.ro/airwaves-cool-cassis-guma-de-mestecat-cu-arome-de-mentol-si-coacaze-negre-60-bucati-84-g-2598510.html","Guma de mestecat fara zahar cu indulcitori si arome de mentol si coacaze negre.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2622617","Halls Dropsuri Extra Strong Mint 33.5g","1.84","https://www.cora.ro/halls-dropsuri-extra-strong-mint-33-5g-2622617.html","Bomboane cu arome intense de mentol si eucalipt.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2622618","Halls Dropsuri Cool Wave 33.5 g","1.84","https://www.cora.ro/halls-dropsuri-cool-wave-33-5-g-2622618.html","Bomboane cu arome de mentol si eucalipt.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2622620","Halls dropsuri cu aroma de lime 33.5 g","1.84","https://www.cora.ro/halls-dropsuri-cu-aroma-de-lime-33-5-g-2622620.html","Bomboane cu vitamina C si aroma de lamaie verde.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2628842","Haribo Jeleuri Beerentraum 100g","5.44","https://www.cora.ro/haribo-jeleuri-beerentraum-100g-2628842.html","Bomboane gumate cu aroma de fructe.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2622621","Halls Extra Strong Mint Forest Fruit dropsuri 33.5 g","1.84","https://www.cora.ro/halls-extra-strong-mint-forest-fruit-dropsuri-33-5-g-2622621.html","Bomboane cu aroma de fructe de padure.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2631081","Rom caramele glazurate 195 g","7.64","https://www.cora.ro/rom-caramele-glazurate-195-g-2631081.html","Caramele cu 85% interior cu rom si glazura de cacao.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2630141","Orbit Professional Spearmint guma de mestecat cu aroma de menta 12 bucati 16.8 g","2.29","https://www.cora.ro/orbit-professional-spearmint-guma-de-mestecat-cu-aroma-de-menta-12-bucati-16-8-g-2630141.html","Guma de mestecat fara zahar, cu indulcitori si aroma de menta.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2630142","Orbit Professional Strong Mint guma de mestecat cu arome de menta si mentol 12 bucati 16.8 g","2.29","https://www.cora.ro/orbit-professional-strong-mint-guma-de-mestecat-cu-arome-de-menta-si-mentol-12-bucati-16-8-g-2630142.html","Guma de mestecat fara zahar, cu indulcitori si arome de menta si mentol.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2630143","Orbit Professional White guma de mestecat cu arome de menta si mentol 12 bucati 16.8 g","2.39","https://www.cora.ro/orbit-professional-white-guma-de-mestecat-cu-arome-de-menta-si-mentol-12-bucati-16-8-g-2630143.html","Guma de mestecat fara zahar, cu indulcitori si arome de menta si mentol.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2629380","Goplana Jeleuri Cirese 190 g","8.89","https://www.cora.ro/goplana-jeleuri-cirese-190-g-2629380.html","Jeleuri cu umplutura de portocale si glazura de cirese.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2629367","Goplana Jeleuri Portocale 190 g","8.89","https://www.cora.ro/goplana-jeleuri-portocale-190-g-2629367.html","Jeleuri cu umplutura de portocale si glazura de ciocolata.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2412961","M and Ms Chocolate ciocolata cu lapte 45 g","2.69","https://www.cora.ro/m-and-ms-chocolate-ciocolata-cu-lapte-45-g-2412961.html","Ciocolata cu lapte (68%), cu glazura crocanta si colorata.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2643239","Liking Bio bomboane umplute cu sirop de fructe fara gluten 90 g","10.19","https://www.cora.ro/liking-bio-bomboane-umplute-cu-sirop-de-fructe-fara-gluten-90-g-2643239.html","Bomboane tari cu umplutura din sirop de fructe (capsuni, cirese, piersici si caise), fara gluten.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2643238","Liking Bio bomboane umplute cu sirop de menta fara gluten 90 g","7.39","https://www.cora.ro/liking-bio-bomboane-umplute-cu-sirop-de-menta-fara-gluten-90-g-2643238.html","Bomboane tari cu umplutura din sirop de menta, fara gluten.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2643240","Liking Bio bomboane umplute cu sirop de lamaie fara gluten 90 g","7.39","https://www.cora.ro/liking-bio-bomboane-umplute-cu-sirop-de-lamaie-fara-gluten-90-g-2643240.html","Bomboane tari cu umplutura din sirop de ghimbir si lamaie, fara gluten.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2639004","Halls Gum Ice Rush Citrus guma de mestecat 18 g","1.89","https://www.cora.ro/halls-gum-ice-rush-citrus-guma-de-mestecat-18-g-2639004.html","Guma de mestecat fara zahar, cu indulcitori si aroma de mandarina.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2639007","Halls Gum Ice Rush Watermelon 18g","1.89","https://www.cora.ro/halls-gum-ice-rush-watermelon-18g-2639007.html","Guma de mestecat fara zahar cu induldtori si aroma de pepene verde.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2651174","Five guma de mestecat pepene rosu borcan 69 g","12.39","https://www.cora.ro/five-guma-de-mestecat-pepene-rosu-borcan-69-g-2651174.html","Guma de mestecat fara zahar cu indulcitori si aroma de pepene rosu.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2651202","Sugus bomboane gumate vrajitoare 80 g","3.01","https://www.cora.ro/sugus-bomboane-gumate-vrajitoare-80-g-2651202.html","Bomboane gumate moi cu capsuni, zmeura, fructe de padure.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2557745","Artesans acadele bastonas Christmas 40 g","2.89","https://www.cora.ro/artesans-acadele-bastonas-christmas-40-g-2557745.html","Acadea de Craciun in forma de bastonas.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2611215","Kinder Schoko-Bons Bomboane Halloween 200g","15.39","https://www.cora.ro/kinder-schoko-bons-bomboane-halloween-200g-2611215.html","Bomboane de ciocolata cu lapte, cu umplutura de lapte (42,5%) si alune de padure.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2679946","Maltesers ciocolata cu miez usor si crocant 37 g","2.59","https://www.cora.ro/maltesers-ciocolata-cu-miez-usor-si-crocant-37-g-2679946.html","Ciocolata cu miez usor si crocant (23%).. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2679947","Maltesers ciocolata cu miez usor si crocant 68 g","5.09","https://www.cora.ro/maltesers-ciocolata-cu-miez-usor-si-crocant-68-g-2679947.html","Ciocolata cu miez usor si crocant (23%).. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2466779","Bucuria bomboane Inspiratie cu gust si aroma de caise la kg","21.19","https://www.cora.ro/bucuria-bomboane-inspiratie-cu-gust-si-aroma-de-caise-la-kg-2466779.html","Descopera gustul copilariei.. UM: Kg","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2466801","Bucuria bomboane Inspiratie cu gust si aroma de lamaie la kg","21.19","https://www.cora.ro/bucuria-bomboane-inspiratie-cu-gust-si-aroma-de-lamaie-la-kg-2466801.html","Descopera gustul copilariei.. UM: Kg","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2658260","LOLLY POPSY Acadea Jeleu 50g","2.65","https://www.cora.ro/lolly-popsy-acadea-jeleu-50g-2658260.html","Acadea jeleu in forma de inimioara.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2658258","CIPI Momente Speciale Praline 400g","12.09","https://www.cora.ro/cipi-momente-speciale-praline-400g-2658258.html","Mix de caramele sarate, caramele cu ciocolata, dropsuri cu gust de fructe si jeleuri cu gust de fructe.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2683220","CIPI MY LOVE Bomboane, caramel si jeleuri 150g","4.44","https://www.cora.ro/cipi-my-love-bomboane-caramel-si-jeleuri-150g-2683220.html","Mix de caramele sarate, caramele cu ciocolata, dropsuri cu gust de fructe si jeleuri cu gust de fructe.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2365367","Five Watermelon Turbulence guma de mestecat cu aroma de pepene rosu 12 bucati 29 g","5.79","https://www.cora.ro/five-watermelon-turbulence-guma-de-mestecat-cu-aroma-de-pepene-rosu-12-bucati-29-g-2365367.html","Guma de mestecat fara zahar, cu indulcitori si aroma de pepene rosu.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2611214","Kinder Schoko-Bons Bomboane de ciocolata alba cu umplutura de lapte si alune de padure 200 g","15.39","https://www.cora.ro/kinder-schoko-bons-bomboane-de-ciocolata-alba-cu-umplutura-de-lapte-si-alune-de-padure-200-g-2611214.html","Bomboane de ciocolata alba cu umplutura de lapte (42,5%) si alune de padure.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2639009","Halls Honey and Lemon bomboane 33.5 g","1.79","https://www.cora.ro/halls-honey-and-lemon-bomboane-33-5-g-2639009.html","Bomboane cu miere si aroma de lamaie.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2667062","Halls guma de mestecat cu aroma de menta 14 g","1.69","https://www.cora.ro/halls-guma-de-mestecat-cu-aroma-de-menta-14-g-2667062.html","Guma de mestecat cu aroma de menta.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2669511","Orbit Refreshers Revigorant guma de mestecat menta 15.6 g","2.75","https://www.cora.ro/orbit-refreshers-revigorant-guma-de-mestecat-menta-15-6-g-2669511.html","Guma de mestecat fara zahar, cu indulcitori si arome de menta si mentol.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2679867","Nimm2 Smile Gummi Softies Yoghurt bomboane gumate 90 g","4","https://www.cora.ro/nimm2-smile-gummi-softies-yoghurt-bomboane-gumate-90-g-2679867.html","Bomboane gumate umplute, moi, cu suc de fructe, cu iaurt degresat si cu adaos de vitamine.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2679857","Haribo Goldbear Mini Maxi jeleuri 250 g","19.52","https://www.cora.ro/haribo-goldbear-mini-maxi-jeleuri-250-g-2679857.html","Bomboane gumate cu aroma de fructe.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2679889","Milky bomboane caramel cu crema lapte 325 g","17.69","https://www.cora.ro/milky-bomboane-caramel-cu-crema-lapte-325-g-2679889.html","Bomboane de caramel cu umplutura din crema cu lapte 24%.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2679856","Werthers Original dropsuri 50 g","3.08","https://www.cora.ro/werthers-original-dropsuri-50-g-2679856.html","Dropsuri cu smantana dulce.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2679887","Nimm2 Smile Gummi Softies Fruit Mix bomboane gumate 90 g","4.11","https://www.cora.ro/nimm2-smile-gummi-softies-fruit-mix-bomboane-gumate-90-g-2679887.html","Bomboane gumate moi, cu umplutura, cu adaos de vitamine.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2679511","Mentos Pure Fresh gume de mestecat aroma capsuni 30 g","4.79","https://www.cora.ro/mentos-pure-fresh-gume-de-mestecat-aroma-capsuni-30-g-2679511.html","Guma de mestecat cu indulcitori, aroma de capsuni.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2679508","Mentos Pure Fresh gume de mestecat aroma menta 30 g","4.99","https://www.cora.ro/mentos-pure-fresh-gume-de-mestecat-aroma-menta-30-g-2679508.html","Guma de mestecat cu indulcitori, aroma de menta.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2679858","Mamba Cola and Friends caramele 106 g","4.41","https://www.cora.ro/mamba-cola-and-friends-caramele-106-g-2679858.html","Bomboane gumate cu arome de: cola-lamaie, cola-cirese, cola-portocala, cola-ananas.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2679510","Mentos Pure Fresh gume de mestecat aroma menta 30 g","4.79","https://www.cora.ro/mentos-pure-fresh-gume-de-mestecat-aroma-menta-30-g-2679510.html","Guma de mestecat cu indulcitori, gust puternic de menta.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2681758","Cadbury Eclairs caramele cu ciocolata lapte 166 g","8.99","https://www.cora.ro/cadbury-eclairs-caramele-cu-ciocolata-lapte-166-g-2681758.html","Caramele cu interior de ciocolata cu lapte 18%.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2683228","Cipi Toffee caramele cu unt 100 g","3.89","https://www.cora.ro/cipi-toffee-caramele-cu-unt-100-g-2683228.html","Caramele cu unt.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2681666","Tic Tac Fruit Mix drajeuri 49 g","5.09","https://www.cora.ro/tic-tac-fruit-mix-drajeuri-49-g-2681666.html","Drajeuri cu gust de cirese, fructul pasiunii, lamaie-lamaie verde, capsuni-menta.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2683226","Good Life Alpine Herbs dropsuri extract plante alpine 75 g","3.01","https://www.cora.ro/good-life-alpine-herbs-dropsuri-extract-plante-alpine-75-g-2683226.html","Dropsuri cu extract din plante alpine.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2683227","Good Life Salvia Honey dropsuri extract salvie si miere 75 g","3.01","https://www.cora.ro/good-life-salvia-honey-dropsuri-extract-salvie-si-miere-75-g-2683227.html","Dropsuri cu miere si extract din salvie.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2687060","M and Ms Crispy bomboane ciocolata cu miez orez crocant 213 g","12.29","https://www.cora.ro/m-and-ms-crispy-bomboane-ciocolata-cu-miez-orez-crocant-213-g-2687060.html","Miez din orez crocant (16%) in ciocolata cu lapte (55%) cu glazura colorata de zahar.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2687061","M and Ms bomboane drajeuri ciocolata  250 g","11.99","https://www.cora.ro/m-and-ms-bomboane-drajeuri-ciocolata-250-g-2687061.html","Ciocolata cu lapte 69%, cu glazura crocanta si colorata.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2683229","Cipi Toffee caramele sarate 100 g","3.69","https://www.cora.ro/cipi-toffee-caramele-sarate-100-g-2683229.html","Caramele sarate.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2687062","M and Ms bomboane drajeuri arahide 250 g","12.09","https://www.cora.ro/m-and-ms-bomboane-drajeuri-arahide-250-g-2687062.html","Arahide (24%) invelite in ciocolata cu lapte (48%), cu glazura crocanta si colorata.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2687150","Orbit Refreshers Revigorant guma de mestecat menta 67 g","11.19","https://www.cora.ro/orbit-refreshers-revigorant-guma-de-mestecat-menta-67-g-2687150.html","Guma de mestecat fara zahar, cu indulcitori si arome de menta si mentol.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2687063","Maltesers bomboane ciocolata miez crocant 192.5 g","12.59","https://www.cora.ro/maltesers-bomboane-ciocolata-miez-crocant-192-5-g-2687063.html","Ciocolata cu miez usor si crocant (23%).. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2687059","M and Ms Crispy bomboane ciocolata cu miez orez crocant 77 g","4.99","https://www.cora.ro/m-and-ms-crispy-bomboane-ciocolata-cu-miez-orez-crocant-77-g-2687059.html","Miez din orez crocant (16%) in ciocolata cu lapte (55%) cu glazura colorata de zahar.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2690928","Sugus Jelly Mania Goool jeleuri gumate 75 g","1.89","https://www.cora.ro/sugus-jelly-mania-goool-jeleuri-gumate-75-g-2690928.html","Jeleuri gumate cu arome de fructe (piersica, fructe de padure, cirese).. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2691972","Woogie Fine Drops bomboane cu gust lamaie 200 g","5.39","https://www.cora.ro/woogie-fine-drops-bomboane-cu-gust-lamaie-200-g-2691972.html","Dropsuri cu gust de lamaie.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2691977","Woogie Frizzy bomboane efervescente aroma cola 250 g","4.59","https://www.cora.ro/woogie-frizzy-bomboane-efervescente-aroma-cola-250-g-2691977.html","Caramele tari cu gust de cola si umplutura efervescenta.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2691996","Woogie jeleuri aroma fructe 200 g","5.89","https://www.cora.ro/woogie-jeleuri-aroma-fructe-200-g-2691996.html","Jeleuri cu aroma de fructe (lamaie, portocala, mar, cirese).. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2690102","cora bomboane Espresso gust cafea 250 g","11.89","https://www.cora.ro/cora-bomboane-espresso-gust-cafea-250-g-2690102.html","Bomboane Espresso cu gust de cafea, aromatizate.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2691976","Woogie caramele cu lapte 250 g","4.59","https://www.cora.ro/woogie-caramele-cu-lapte-250-g-2691976.html","Caramele cu lapte.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2691971","Woogie Fine Drops bomboane aroma cafea 200 g","5.39","https://www.cora.ro/woogie-fine-drops-bomboane-aroma-cafea-200-g-2691971.html","Dropsuri cu aroma de cafea.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2691973","Woogie Fine Drops bomboane asortate fructe 200 g","5.39","https://www.cora.ro/woogie-fine-drops-bomboane-asortate-fructe-200-g-2691973.html","Dropsuri cu aroma de fructe.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2693877","Casali Rum Kokos bomboane aroma ananas 175 g","11.04","https://www.cora.ro/casali-rum-kokos-bomboane-aroma-ananas-175-g-2693877.html","Bomboane de ciocolata 8% si bomboane de ciocolata cu lapte 57%, cu umplutura lichida de alcool 10%, cu aroma de ananas.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2681623","Cipi dropsuri aroma ghimbir si lamaie fara zahar 80 g","4.79","https://www.cora.ro/cipi-dropsuri-aroma-ghimbir-si-lamaie-fara-zahar-80-g-2681623.html","Dropsuri fara zahar cu arome de ghimbir si lamaie, cu indulcitori (isomalt, glicozide derivate din steviol).. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2683225","Cipi dropsuri aroma fructe fara zahar 80 g","5.69","https://www.cora.ro/cipi-dropsuri-aroma-fructe-fara-zahar-80-g-2683225.html","Dropsuri fara zahar cu arome de fructe, cu indulcitori (isomalt, glicozide derivate din steviol).. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2681667","Tic Tac Drajeuri cu gust de fructe 18 g","2.33","https://www.cora.ro/tic-tac-drajeuri-cu-gust-de-fructe-18-g-2681667.html","Drajeuri cu gust de cirese, fructul pasiunii, lamaie-lamaie verde, capsuni-menta.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2688123","Haribo Goldbears jeleuri 35 g","2.61","https://www.cora.ro/haribo-goldbears-jeleuri-35-g-2688123.html","Bomboane gumate cu aroma de fructe.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2466800","Bucuria bomboane Inspiratie cu gust si aroma de visine la kg","21.19","https://www.cora.ro/bucuria-bomboane-inspiratie-cu-gust-si-aroma-de-visine-la-kg-2466800.html","Descopera gustul copilariei.. UM: Kg","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2603222","Haribo Starmix jeleuri 100 g","5.55","https://www.cora.ro/haribo-starmix-jeleuri-100-g-2603222.html","Bomboane gumate cu aroma de fructe.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2668753","Tic Tac Drajeuri cu coca cola 18 g","1.58","https://www.cora.ro/tic-tac-drajeuri-cu-coca-cola-18-g-2668753.html","Drajeuri aromate cu gust de coca cola.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2679860","Werther s Original Caramele moi cu unt si smantana 75 g","5.96","https://www.cora.ro/werther-s-original-caramele-moi-cu-unt-si-smantana-75-g-2679860.html","Bomboane caramele pentru o gustare dulce.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2701156","Roshen Milky Splash Creamy Toffee caramele umplutura lapte 150 g","4.46","https://www.cora.ro/roshen-milky-splash-creamy-toffee-caramele-umplutura-lapte-150-g-2701156.html","Caramele neglazurate cu umplutura din lapte.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2650428","CIPI Mix de dropsuri, caramele si jeleuri 400g","12.89","https://www.cora.ro/cipi-mix-de-dropsuri-caramele-si-jeleuri-400g-2650428.html","Mix de dropsuri, caramele si jeleuri.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2580909","Tic-Tac nuca de cocos-ananas 18g","2.4","https://www.cora.ro/tic-tac-nuca-de-cocos-ananas-18g-2580909.html","Drajeuri cu gust de nuca de cocos si ananas.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2593866","Tic Tac Drajeuri cu banane si mandarine 49 g","5.06","https://www.cora.ro/tic-tac-drajeuri-cu-banane-si-mandarine-49-g-2593866.html","Drajeuri cu gust de banane si mandarine.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2616214","Tic Tac Emotions drajeuri 18 g","2.36","https://www.cora.ro/tic-tac-emotions-drajeuri-18-g-2616214.html","Drajeuri cu gust de lamaie, merisor, afine, mango-guava.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2628539","Roshen bomboane fondante cu gust de brandy 1 kg","22.76","https://www.cora.ro/roshen-bomboane-fondante-cu-gust-de-brandy-1-kg-2628539.html","Bomboane fondante glazurate Sorrento.. UM: Kg","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2641191","Tic Tac Mixers drajeuri pepene si lamaie 49 g","4.92","https://www.cora.ro/tic-tac-mixers-drajeuri-pepene-si-lamaie-49-g-2641191.html","Drajeuri cu gust de pepene verde, lamaie verde si menta.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2642096","Daily arahide pralinate 150 g","5.49","https://www.cora.ro/daily-arahide-pralinate-150-g-2642096.html","Arahide pralinate manual intr-un invelis de zahar, cacao, caramel.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2651200","Sugus jeleuri dovleci si cranii 75 g","2.89","https://www.cora.ro/sugus-jeleuri-dovleci-si-cranii-75-g-2651200.html","Jeleuri gumate cu arome de fructe (ananas, portocale, fructe de padure).. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2708192","Tic Tac X-Freeze Drajeuri cu gust de cirese si mentol  cu indulcitor 12 g","2.79","https://www.cora.ro/tic-tac-x-freeze-drajeuri-cu-gust-de-cirese-si-mentol-cu-indulcitor-12-g-2708192.html","Drajeuri cu gust de cirese si mentol, cu indulcitor.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2708193","Tic Tac X-Freeze Drajeuri cu gust de menta  cu indulcitori 12 g","2.79","https://www.cora.ro/tic-tac-x-freeze-drajeuri-cu-gust-de-menta-cu-indulcitori-12-g-2708193.html","Drajeuri cu gust de menta, cu indulcitori.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2535479","Celebrations Ou Selectie de ciocolata 242 g","27.39","https://www.cora.ro/celebrations-ou-selectie-de-ciocolata-242-g-2535479.html","Mix de ciocolata.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2449842","Kinder Schoko-Bons Bomboane de ciocolata cu lapte si alune de padure 46 g","2.8","https://www.cora.ro/kinder-schoko-bons-bomboane-de-ciocolata-cu-lapte-si-alune-de-padure-46-g-2449842.html","Bomboane de ciocolata cu lapte, cu umplutura de lapte (42,5%) si alune de padure.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2434051","Celebrations Iepuras Selectie de bomboane de ciocolata 215 g","23.79","https://www.cora.ro/celebrations-iepuras-selectie-de-bomboane-de-ciocolata-215-g-2434051.html","Mix de ciocolata.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2601481","M and M S Peanut Egg Arahide invelite in ciocolata in forma de ou 250 g","25.33","https://www.cora.ro/m-and-m-s-peanut-egg-arahide-invelite-in-ciocolata-in-forma-de-ou-250-g-2601481.html","Arahide invelite in ciocolata in forma de ou.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2687238","M and M s Choco Eggs Oua de ciocolata 70 g","7.25","https://www.cora.ro/m-and-m-s-choco-eggs-oua-de-ciocolata-70-g-2687238.html","Oua de ciocolata.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2687241","M and M s Choco Eggs Oua de ciocolata 200 g","19.89","https://www.cora.ro/m-and-m-s-choco-eggs-oua-de-ciocolata-200-g-2687241.html","Oua de ciocolata.. UM: Buc","Bomboane, guma si jeleuri",2022-02-19,"cora"
"P-2104931","Bunica ulei floarea soarelui pentru prajit 1l","10.59","https://www.cora.ro/bunica-ulei-floarea-soarelui-pentru-prajit-1l-2104931.html","Ulei rafinat de floarea soarelui pentru prajit.. UM: Buc","Ulei si otet",2022-02-19,"cora"
"P-2358418","ILIADA ulei de masline extravirgin 500 ml","34.49","https://www.cora.ro/iliada-ulei-de-masline-extravirgin-500-ml-2358418.html","Ulei de masline extravirgin PDO Kalamata, obtinut prin presare la rece.. UM: Buc","Ulei si otet",2022-02-19,"cora"
"P-1818828","Mazza ulei de masline extravirgin 1 l","51.59","https://www.cora.ro/mazza-ulei-de-masline-extravirgin-1-l-1818828.html","Ulei masline extravirgin. UM: Buc","Ulei si otet",2022-02-19,"cora"
"P-2338623","Cirio otet din vin alb 500 ml","8.86","https://www.cora.ro/cirio-otet-din-vin-alb-500-ml-2338623.html","Otet din vin alb. UM: Buc","Ulei si otet",2022-02-19,"cora"
"P-1742884","Monini ulei masline extravirgin 1 l","42.7","https://www.cora.ro/monini-ulei-masline-extravirgin-1-l-1742884.html","Ulei de masline de categorie superioara obtinut direct din masline si exclusiv prin procedee mecanice.. UM: Buc","Ulei si otet",2022-02-19,"cora"
"P-1968116","Pietro Coricelli ulei de masline extravirgin 500 ml","22.83","https://www.cora.ro/pietro-coricelli-ulei-de-masline-extravirgin-500-ml-1968116.html","Ulei masline extravirgin. UM: Buc","Ulei si otet",2022-02-19,"cora"
"P-1001102","cora otet de vin cu aroma de hasma 750 ml","6.99","https://www.cora.ro/cora-otet-de-vin-cu-aroma-de-hasma-750-ml-1001102.html","Otet de vin aromatizat cu aroma de hasma, cu 6% aciditate.. UM: Buc","Ulei si otet",2022-02-19,"cora"
"P-1742817","Costa d Oro ulei extravirgin 1 l","48.74","https://www.cora.ro/costa-d-oro-ulei-extravirgin-1-l-1742817.html","Ulei de masline de categorie superioara obtinut direct din masline si exclusiv prin procedee mecanice.. UM: Buc","Ulei si otet",2022-02-19,"cora"
